id,parking,bathrooms,bedrooms,seller,location,status,area,planta,lift,pool,pozo,terraza,lobby,balcon,jacuzzi,gimnasio,price,price_per_m2,area_per_br,prk,bdrm,logPrice
/apartamentos-venta-piantini/1257660/,3,3.5,3,Vivenzas Real Estate,Piantini,New,210,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,382250,1820.2380952380952,70,3,3,12.853830123791308
/apartamentos-venta-piantini/1265871/,3,3.5,3,Vivenzas Real Estate,Piantini,Used,185,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,355000,1918.918918918919,61.666666666666664,3,3,12.779873068457553
/apartamentos-venta-piantini/1262569/,1,1.5,1,Vivenzas Real Estate,Piantini,New,90,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,235000,2611.1111111111113,90,1,1,12.367340793126296
/apartamentos-venta-piantini/1247365/,3,3.5,3,Vivenzas Real Estate,Piantini,New,330,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,680000,2060.6060606060605,110,3,3,13.42984807715229
/apartamentos-venta-piantini/1281684/,2,3.5,3,Hogarium Real Estate,Piantini,Used,242,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,300000,1239.6694214876034,80.66666666666667,2,3,12.611537753638338
/apartamentos-venta-piantini/1282694/,2,3.5,3,Premium Real Estate,Piantini,Used,360,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,495000,1375,120,2,3,13.112313041550827
/apartamentos-venta-piantini/1273819/,3,3.5,3,Premium Real Estate,Piantini,Used,221,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,355000,1606.334841628959,73.66666666666667,3,3,12.779873068457553
/apartamentos-venta-piantini/1278631/,2,2,3,Premium Real Estate,Piantini,Used,180,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,200000,1111.111111111111,60,2,3,12.206072645530174
/apartamentos-venta-piantini/1281171/,2,2,3,Premium Real Estate,Piantini,Used,153,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,200000,1307.18954248366,51,2,3,12.206072645530174
/apartamentos-venta-y-alquiler-piantini/1286072/,1,NA,1,Paez Luxury Real Estate,Piantini,New,74,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,207000,2797.2972972972975,74,1,1,12.240474072247506
/apartamentos-venta-piantini/1269688/,3,3.5,3,Premium Real Estate,Piantini,Used,221,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,355000,1606.334841628959,73.66666666666667,3,3,12.779873068457553
