,,serie_original
,,interanual
2007,January,
2007,February,
2007,March,
2007,April,
2007,May,
2007,June,
2007,July,
2007,August,
2007,September,
2007,Octuber,
2007,November,
2007,December,
2008,January,9.7209686510827
2008,February,7.254548160126873
2008,March,4.818344337857042
2008,April,13.511132992640256
2008,May,3.3597036600667707
2008,June,6.197869268749855
2008,July,5.687084077689448
2008,August,-2.2473754685899365
2008,September,-3.586059522051528
2008,Octuber,0.7758992678507042
2008,November,-5.125753089099348
2008,December,-0.4320197271852493
2009,January,-3.391190352326049
2009,February,-3.4866879547304563
2009,March,-1.5003323681949183
2009,April,-1.9962111685977106
2009,May,-3.563846468180216
2009,June,-0.39422024457034865
2009,July,-1.0588829926016246
2009,August,2.968115939452346
2009,September,5.6090157460668735
2009,Octuber,3.2000413858563377
2009,November,9.351984989159746
2009,December,6.956115871274719
2010,January,4.078408467370863
2010,February,10.583197572576637
2010,March,11.776133204290545
2010,April,8.760271872227094
2010,May,9.020425159126063
2010,June,8.159707782970685
2010,July,6.342254398938337
2010,August,9.087960314326821
2010,September,9.134798825431162
2010,Octuber,7.462162126155334
2010,November,8.149448687455376
2010,December,7.547726950124357
2011,January,5.355186654722516
2011,February,5.166397474668074
2011,March,2.9423077312799535
2011,April,0.5003856855858118
2011,May,7.177176440024709
2011,June,2.6664798457136385
2011,July,2.379211868251744
2011,August,2.796507595600133
2011,September,3.2955112021483046
2011,Octuber,0.10117907485829392
2011,November,3.904822176708393
2011,December,1.733322463563141
2012,January,5.526765135905293
2012,February,2.4187747696159363
2012,March,1.8326268457411885
2012,April,0.7837736423549302
2012,May,3.110724556333139
2012,June,3.3440461307895077
2012,July,4.332358094045816
2012,August,3.1935272758639712
2012,September,0.45964270838685195
2012,Octuber,2.989787152352008
2012,November,2.076227171575141
2012,December,2.7135156180017077
2013,January,3.411661596935531
2013,February,1.5468919309590774
2013,March,1.0100750855970233
2013,April,7.345623205351032
2013,May,3.5191647458122617
2013,June,2.3937001074553024
2013,July,4.160843922964901
2013,August,6.259323417678345
2013,September,8.485741244231775
2013,Octuber,11.006584953806865
2013,November,4.835908000929251
2013,December,4.931203771318167
2014,January,9.235436862021501
2014,February,5.3169796993165335
2014,March,8.522896558247808
2014,April,5.86854191100916
2014,May,6.554397554529018
2014,June,7.450906659452116
2014,July,6.28344361031246
2014,August,5.11234564801822
2014,September,8.647566778727466
2014,Octuber,5.9905632186369075
2014,November,6.024469697148689
2014,December,9.704274674026749
2015,January,5.574038134066939
2015,February,5.472679578403799
2015,March,5.5317104068585365
2015,April,8.238631059753558
2015,May,7.0164778616884576
2015,June,6.871027467133331
2015,July,9.928605438088738
2015,August,8.331882269082797
2015,September,6.902160924195712
2015,Octuber,6.322890658271092
2015,November,8.640399426797202
2015,December,4.422546565099196
2016,January,3.6647826231948955
2016,February,8.69029918552313
2016,March,7.714643337782846
2016,April,10.2154035933859
2016,May,5.96621056437408
2016,June,8.594646871815257
2016,July,4.6285811066055516
2016,August,7.32176078334264
2016,September,7.158637007153061
2016,Octuber,4.845143655413992
2016,November,4.461523738335927
2016,December,6.862765130104236
2017,January,5.476890560146799
2017,February,5.11932759026341
2017,March,6.859472156182477
2017,April,1.251947396609765
2017,May,4.981085668863216
2017,June,3.0001872890755124
2017,July,3.626683336297191
2017,August,5.800944168692723
2017,September,0.13645985208614775
2017,Octuber,4.984802863601104
2017,November,7.284352942752719
2017,December,7.456047524971936
2018,January,7.415899884826828
2018,February,6.778356563313054
2018,March,6.2487255814104685
2018,April,7.352249480425726
2018,May,6.694076350591317
2018,June,7.883692650652179
2018,July,7.9032871014690755
2018,August,6.646280620768934
2018,September,8.207585547775537
2018,Octuber,6.6074510145708985
2018,November,6.811868200777397
2018,December,5.505414697440486
2019,January,5.933729567305107
2019,February,5.842156156878758
2019,March,5.437476832943716
2019,April,3.2741842432209296
2019,May,5.307669615706629
2019,June,2.6216218244468763
2019,July,4.647934241175491
2019,August,4.911248746270175
2019,September,5.211097671442232
2019,Octuber,5.230746615477173
2019,November,5.487545602030153
2019,December,6.66046171079671
2020,January,4.692223582317936
2020,February,5.252092822419257
2020,March,-9.412095717544162
2020,April,-29.807529193879986
2020,May,-13.573166644691327
2020,June,-7.069590261616938
2020,July,-8.80753107184222
2020,August,-7.2054920852351785
2020,September,-5.572262160758484
2020,Octuber,-4.34925249309461
2020,November,-3.4411363140978324
2020,December,-1.0099272241163249
2021,January,-1.753031263285294
2021,February,1.149054691792557
2021,March,10.628756711597617
2021,April,47.13324480187626
2021,May,21.236460770009316
2021,June,12.696366531502676
2021,July,12.070450656660128
2021,August,11.673962702206552
2021,September,10.583701280308304
2021,Octuber,9.686432152609186
2021,November,13.106821359947318
2021,December,10.578343598283595
2022,January,6.330184226778229
2022,February,5.78140200409149
