,,serie_desestacionalizada
,,indice
2007,January,95.6806730260349
2007,February,97.1814293947687
2007,March,98.1069308919866
2007,April,92.1138717457968
2007,May,102.13024436768
2007,June,98.3758775449893
2007,July,100.468231217956
2007,August,103.712006327413
2007,September,104.021960462277
2007,Octuber,102.584929786456
2007,November,103.802947481246
2007,December,102.33615626039
2008,January,105.037501488759
2008,February,104.133518323933
2008,March,102.712716796684
2008,April,104.768599527147
2008,May,105.43103436751
2008,June,104.544280102381
2008,July,106.411051135965
2008,August,101.396694522345
2008,September,100.14665874053
2008,Octuber,103.47201857392
2008,November,98.2825288535394
2008,December,101.78914416249
2009,January,101.553967273055
2009,February,100.403007624237
2009,March,101.159809443571
2009,April,103.010331890487
2009,May,101.413551541585
2009,June,104.18078122886
2009,July,105.55270828524
2009,August,104.497506629843
2009,September,105.672484435042
2009,Octuber,106.912959969904
2009,November,107.063418994802
2009,December,108.542441740466
2010,January,105.807462688772
2010,February,110.968924119955
2010,March,113.233775320571
2010,April,112.531612795025
2010,May,110.179842185189
2010,June,112.942024425643
2010,July,112.550739488434
2010,August,113.903941423588
2010,September,114.987520687391
2010,Octuber,114.991563735345
2010,November,115.291194784928
2010,December,116.530549770187
2011,January,111.582238674617
2011,February,116.775419877461
2011,March,116.786394402244
2011,April,113.630783775603
2011,May,117.63051306795
2011,June,116.299753199098
2011,July,115.551934285424
2011,August,116.929510030106
2011,September,118.224461381462
2011,Octuber,115.011386216593
2011,November,119.486056687015
2011,December,118.275855409311
2012,January,117.779118937927
2012,February,119.938136665657
2012,March,119.358148971906
2012,April,115.038973083942
2012,May,120.797927299408
2012,June,120.721403996866
2012,July,120.705054461886
2012,August,120.334653545636
2012,September,117.920760637345
2012,Octuber,118.190921077755
2012,November,121.804324941451
2012,December,121.543809398597
2013,January,121.880094947168
2013,February,122.298706975168
2013,March,121.072659365885
2013,April,123.807807488624
2013,May,124.710189365952
2013,June,123.860601229372
2013,July,125.667270598868
2013,August,127.561510178576
2013,September,127.180002201494
2013,Octuber,130.833588750538
2013,November,127.818009804605
2013,December,127.493287960842
2014,January,133.272315366814
2014,February,129.447149307491
2014,March,131.821948866256
2014,April,131.121379442482
2014,May,132.844410409332
2014,June,133.276300984092
2014,July,133.41859621602
2014,August,133.641229560818
2014,September,137.581943977311
2014,Octuber,138.333809000406
2014,November,135.698230978081
2014,December,139.850380721864
2015,January,141.028943757029
2015,February,137.066429036745
2015,March,139.042726875839
2015,April,141.89510590054
2015,May,142.540153251049
2015,June,142.425023267139
2015,July,146.739051312312
2015,August,144.313626981497
2015,September,146.798608721145
2015,Octuber,146.946217513394
2015,November,147.477656498246
2015,December,145.614444827716
2016,January,146.41696757442
2016,February,149.283707638931
2016,March,149.492419505846
2016,April,156.596517790459
2016,May,151.504748225983
2016,June,155.029894589423
2016,July,153.822418464577
2016,August,154.40449042678
2016,September,157.486779150244
2016,Octuber,154.125349716679
2016,November,153.384719873434
2016,December,154.611650229434
2017,January,154.632685887778
2017,February,156.735612607711
2017,March,159.639311708568
2017,April,159.115756294469
2017,May,159.966134395949
2017,June,160.221882685612
2017,July,159.80634337963
2017,August,162.877418490944
2017,September,158.190866317617
2017,Octuber,161.959488782456
2017,November,163.498037303456
2017,December,164.531096678082
2018,January,166.024857849098
2018,February,166.66091900648
2018,March,170.004805837918
2018,April,171.718181086189
2018,May,171.4616401237
2018,June,173.901982948065
2018,July,173.163538613929
2018,August,173.321087688776
2018,September,171.856292733609
2018,Octuber,172.709428920392
2018,November,173.097211374864
2018,December,171.508803456994
2019,January,175.77300015159
2019,February,175.485033732065
2019,March,180.069514764202
2019,April,178.437589994029
2019,May,181.490307533629
2019,June,179.387670295299
2019,July,181.967242797639
2019,August,181.81214723225
2019,September,181.230048103722
2019,Octuber,181.543245877953
2019,November,181.31338985941
2019,December,181.094270261659
2020,January,183.648522438188
2020,February,183.675818971409
2020,March,164.022878590072
2020,April,125.976632135431
2020,May,157.283464591309
2020,June,167.564251560194
2020,July,166.530234897693
2020,August,168.965758765669
2020,September,171.367033282865
2020,Octuber,173.455379638735
2020,November,173.943402994378
2020,December,177.747743750824
2021,January,180.279161914273
2021,February,184.905027914813
2021,March,182.411499223556
2021,April,186.130533400485
2021,May,191.325635044132
2021,June,189.328128183772
2021,July,186.964395099349
2021,August,188.925794609914
2021,September,189.436008320133
2021,Octuber,190.041583787785
2021,November,196.207574944888
2021,December,195.784863687687
2022,January,191.563917074577
2022,February,194.822513949988
