date,id,parking,bathrooms,bedrooms,currency,price,seller,neighborhood,city,province,status,area,usage,story,planta,lift,pool,pozo,terraza,lobby,balcon,jacuzzi,gimnasio,price.usd
2022-08-02,/apartamentos-venta-la-barranquita/1276424/,1,2,3,US$,129900,Cindy Real Estate,La Barranquita, Santiago, Santiago de los Caballeros,En Planos,108,Residencial,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,129900
2022-08-02,/apartamentos-venta-santiago/1273241/,2,2.5,3,US$,236800,Cindy Real Estate,NA,Santiago, Santiago de los Caballeros,En Planos,148,Residencial,NA,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,236800
2022-08-02,/apartamentos-venta-santiago/1266196/,2,3.5,3,US$,373000,Cindy Real Estate,NA,Santiago, Santiago de los Caballeros,En Planos,163,Residencial,NA,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,373000
2022-08-02,/apartamentos-venta-santiago/1269782/,2,2.5,3,US$,117500,Cindy Real Estate,NA,Santiago, Santiago de los Caballeros,En Planos,100,Residencial,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,117500
2022-08-02,/apartamentos-venta-santiago/1219394/,2,3.5,3,US$,350000,Cindy Real Estate,NA,Santiago, Santiago de los Caballeros,En Construcción,186,Residencial,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,350000
2022-08-02,/apartamentos-venta-santiago/1258716/,2,2.5,3,US$,175000,Cindy Real Estate,NA,Santiago, Santiago de los Caballeros,Nueva,125,Residencial,NA,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,175000
2022-08-02,/apartamentos-venta-santiago/1262335/,1,2,3,US$,120000,Cindy Real Estate,NA,Santiago, Santiago de los Caballeros,En Planos,100,Residencial,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,120000
2022-08-02,/apartamentos-venta-santiago/1282832/,2,3.5,3,US$,385000,Cindy Real Estate,NA,Santiago, Santiago de los Caballeros,Nueva,203,Residencial,NA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,385000
2022-08-02,/apartamentos-venta-santiago/1275480/,1,2,3,US$,134000,Cindy Real Estate,NA,Santiago, Santiago de los Caballeros,En Construcción,110,Residencial,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,134000
2022-08-02,/apartamentos-venta-santiago/1247084/,2,2.5,3,US$,210000,Cindy Real Estate,NA,Santiago, Santiago de los Caballeros,En Planos,136,Residencial,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,210000
2022-08-02,/apartamentos-venta-santiago/1265462/,2,2.5,3,US$,216384,Cindy Real Estate,NA,Santiago, Santiago de los Caballeros,En Construcción,149,Residencial,NA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,216384
2022-08-02,/apartamentos-venta-santiago/1273584/,1,3,3,US$,130000,Cindy Real Estate,NA,Santiago, Santiago de los Caballeros,En Planos,108,Residencial,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,130000
2022-08-02,/apartamentos-venta-santiago/1272339/,2,2,3,US$,160000,Cindy Real Estate,NA,Santiago, Santiago de los Caballeros,Nueva,120,Residencial,NA,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,160000
2022-08-02,/apartamentos-venta-cerros-de-gurabo/1283823/,2,2.5,3,US$,285000,KW Norte Realty,Cerros de Gurabo, Santiago, Santiago de los Caballeros,Segundo Uso,178,Residencial,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,285000
2022-08-02,/apartamentos-venta-los-reyes/1279630/,1,2,3,US$,98500,KW Norte Realty,Los Reyes, Santiago, Santiago de los Caballeros,En Planos,90,Residencial,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,98500
2022-08-02,/apartamentos-venta-los-alamos/1272712/,2,2.5,3,RD$,8500000,KW Norte Realty,los Alamos, Santiago, Santiago de los Caballeros,Segundo Uso,237,Residencial,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,145299.1452991453
2022-08-02,/apartamentos-venta-villa-maria/1274426/,2,2.5,3,US$,195000,KW Norte Realty,Villa Maria, Santiago, Santiago de los Caballeros,Nueva,133,Residencial,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,195000
2022-08-02,/apartamentos-venta-cerros-de-gurabo/1253481/,1,2.5,2,US$,250000,KW Norte Realty,Cerros de Gurabo, Santiago, Santiago de los Caballeros,En Construcción,115,Residencial,10,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,250000
2022-08-02,/apartamentos-venta-quinta-de-rincon-largo/1263329/,2,2.5,3,US$,245000,KW Norte Realty,Quinta de Rincon Largo, Santiago, Santiago de los Caballeros,En Construcción,177,Residencial,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,245000
2022-08-02,/apartamentos-venta-av--juan-pablo-duarte/1267839/,1,2,3,US$,148000,KW Norte Realty,Av. Juan Pablo Duarte, Santiago, Santiago de los Caballeros,En Construcción,114,Residencial,5,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,148000
2022-08-02,/apartamentos-venta-cerros-de-gurabo/1260246/,2,3.5,3,US$,350000,KW Norte Realty,Cerros de Gurabo, Santiago, Santiago de los Caballeros,En Construcción,180,Residencial,4,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,350000
2022-08-02,/apartamentos-venta-gurabo/1244361/,2,2,3,US$,115000,KW Norte Realty,Gurabo, Santiago, Santiago de los Caballeros,En Construcción,101,Residencial,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,115000
2022-08-02,/apartamentos-venta-los-colegios/1237417/,NA,2.5,2,US$,200514,KW Norte Realty,Los Colegios, Santiago, Santiago de los Caballeros,En Construcción,87,Residencial,6,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,200514
2022-08-02,/apartamentos-venta-gurabo/1269022/,1,2,3,US$,165000,KW Norte Realty,Gurabo, Santiago, Santiago de los Caballeros,En Planos,125,Residencial,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,165000
