date,id,parking,bathrooms,bedrooms,currency,price,seller,neighborhood,city,province,status,area,usage,story,planta,lift,pool,pozo,terraza,lobby,balcon,jacuzzi,gimnasio,price.usd
2022-08-02,/apartamentos-venta-el-cocotal/1269108/,2,2.5,2,US$,265000,Maravila Properties,El Cocotal, Bávaro, Punta Cana,En Planos,122,Residencial,NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,265000
2022-08-02,/apartamentos-venta-el-cocotal/1282149/,NA,NA,NA,US$,249000,KW Capital,El Cocotal, Bávaro, Punta Cana,En Construcción,NA,Residencial,NA,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,249000
2022-08-02,/apartamentos-venta-el-cocotal/1279206/,1,2,2,US$,137000,Víctor García Asesor Inmobiliario,El Cocotal, Bávaro, Punta Cana,Segundo Uso,102,Residencial,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,137000
2022-08-02,/apartamentos-venta-el-cocotal/1280794/,2,3,3,US$,855000,Dreamhome Real Estate,El Cocotal, Bávaro, Punta Cana,En Construcción,235,Mixto,NA,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,855000
2022-08-02,/apartamentos-venta-el-cocotal/1280804/,2,2,2,US$,239000,Dreamhome Real Estate,El Cocotal, Bávaro, Punta Cana,En Construcción,121,Mixto,NA,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,239000
2022-08-02,/apartamentos-venta-el-cocotal/1253050/,1,2,2,US$,215000,Algonovo Real Estate,El Cocotal, Bávaro, Punta Cana,En Planos,138,Residencial,NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,215000
2022-08-02,/apartamentos-venta-el-cocotal/1252232/,2,NA,2,US$,249000000,Algonovo Real Estate,El Cocotal, Bávaro, Punta Cana,Nueva,122,Residencial,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,249000000
2022-08-02,/apartamentos-venta-el-cocotal/1246878/,2,2,3,US$,220000,Algonovo Real Estate,El Cocotal, Bávaro, Punta Cana,En Planos,125,Residencial,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,220000
2022-08-02,/apartamentos-venta-el-cocotal/1253822/,1,2,2,US$,255000,Algonovo Real Estate,El Cocotal, Bávaro, Punta Cana,En Planos,126,Residencial,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,255000
2022-08-02,/apartamentos-venta-el-cocotal/1252230/,1,2,3,US$,195000,Algonovo Real Estate,El Cocotal, Bávaro, Punta Cana,Segundo Uso,NA,Residencial,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,195000
2022-08-02,/apartamentos-venta-el-cocotal/1266587/,2,2.5,3,US$,369000,Vivenzas Real Estate ,El Cocotal, Bávaro, Punta Cana,En Construcción,186,Residencial,NA,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,369000
2022-08-02,/apartamentos-venta-el-cocotal/1266586/,2,2.5,2,US$,239000,Vivenzas Real Estate ,El Cocotal, Bávaro, Punta Cana,En Construcción,140,Residencial,NA,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,239000
2022-08-02,/apartamentos-venta-el-cocotal/1285913/,2,3.5,3,US$,450000,CITYMAX Dominicana,El Cocotal, Bávaro, Punta Cana,Nueva,NA,Residencial,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,450000
2022-08-02,/apartamentos-venta-el-cocotal/1269198/,2,3,2,US$,269100,Stalin Florentino,El Cocotal, Bávaro, Punta Cana,En Construcción,138,Residencial,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,269100
2022-08-02,/apartamentos-venta-el-cocotal/1272886/,NA,2,2,US$,175000,Algonovo Real Estate,El Cocotal, Bávaro, Punta Cana,Segundo Uso,110,Residencial,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,175000
2022-08-02,/apartamentos-venta-el-cocotal/1264126/,NA,2,2,US$,200000,Seekers Inmobiliaria,El Cocotal, Bávaro, Punta Cana,En Construcción,91,Residencial,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,200000
2022-08-02,/apartamentos-venta-el-cocotal/1280587/,1,2,2,US$,180000,Remax Metropolitana,El Cocotal, Bávaro, Punta Cana,Segundo Uso,110,Residencial,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,180000
2022-08-02,/apartamentos-venta-el-cocotal/1280065/,NA,NA,2,US$,250000,Premier Real Estate ,El Cocotal, Bávaro, Punta Cana,Nueva,NA,Residencial,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,250000
2022-08-02,/apartamentos-venta-el-cocotal/1282287/,NA,2,2,US$,165000,Algonovo Real Estate,El Cocotal, Bávaro, Punta Cana,Segundo Uso,90,Residencial,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,165000
2022-08-02,/apartamentos-venta-el-cocotal/1254283/,NA,2,2,US$,159000,Carmelia Suero,El Cocotal, Bávaro, Punta Cana,En Construcción,NA,Residencial,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,159000
