date,id,parking,bathrooms,bedrooms,currency,price,seller,neighborhood,city,province,status,area,usage,story,planta,lift,pool,pozo,terraza,lobby,balcon,jacuzzi,gimnasio,price.usd
2022-08-02,"/apartamentos-venta-metro-country-club,-juan-dolio/1253438/",2,2.5,3,US$,165000,Vivenzas Real Estate ,Metro Country Club, Juan Dolio, Juan Dolio,Segundo Uso,205,Residencial,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,165000
2022-08-02,/apartamentos-venta-juan-dolio/1256829/,NA,1,2,US$,90000,Tu Casa RD,Juan Dolio, Juan Dolio, San Pedro De Macoris,Nueva,90,Residencial,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,90000
2022-08-02,/apartamentos-venta-juan-dolio/1259592/,NA,2,2,US$,175000,Jazmin Ortiz / Magnolia Ortiz,Juan Dolio, Juan Dolio, San Pedro De Macoris,Segundo Uso,1100,Residencial,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,175000
2022-08-02,/apartamentos-venta-juan-dolio/1252237/,1,2,2,US$,190000,Algonovo Real Estate,Juan Dolio, Juan Dolio, San Pedro De Macoris,Segundo Uso,120,Residencial,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,190000
2022-08-02,/apartamentos-venta-juan-dolio/1259630/,1,2,2,US$,280000,FELIX CRUZ BROKERS SRL,Juan Dolio, Juan Dolio, San Pedro De Macoris,Segundo Uso,124,Residencial,6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,280000
2022-08-02,/apartamentos-venta-juan-dolio/1257316/,1,3.5,3,US$,415000,INMOBLIAM,Juan Dolio, Juan Dolio, San Pedro De Macoris,Remodelada,NA,Residencial,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,415000
2022-08-02,/apartamentos-venta-juan-dolio/1248268/,1,1.5,1,US$,117791,Seekers Inmobiliaria,Juan Dolio, Juan Dolio, San Pedro De Macoris,En Construcción,52,Residencial,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,117791
2022-08-02,"/apartamentos-venta-metro-country-club,-juan-dolio/1254917/",5,4.5,4,US$,550000,Seekers Inmobiliaria,Metro Country Club, Juan Dolio, Juan Dolio,Segundo Uso,420,Residencial,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,550000
2022-08-02,/apartamentos-venta-juan-dolio/1255130/,2,3,3,US$,175000,Remax Blu,Juan Dolio, Juan Dolio, San Pedro De Macoris,Segundo Uso,204,Residencial,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,175000
2022-08-02,"/apartamentos-venta-metro-country-club,-juan-dolio/1254151/",1,2.5,2,US$,119000,Carmelia Suero,Metro Country Club, Juan Dolio, Juan Dolio,Segundo Uso,120,Residencial,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,119000
2022-08-02,/apartamentos-venta-juan-dolio/1251993/,1,2,2,US$,320000,Kensami Bienes Raices ,Juan Dolio, Juan Dolio, San Pedro De Macoris,Segundo Uso,115,Residencial,20,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,320000
2022-08-02,/apartamentos-venta-y-alquiler-juan-dolio/414695/,2,3,3,US$,315000,Proyecto Inmobiliario Sybaris Residences,Juan Dolio, Juan Dolio, San Pedro De Macoris,Nueva,202,Residencial,NA,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,315000
2022-08-02,/apartamentos-venta-y-alquiler-juan-dolio/414596/,2,2,2,US$,230000,Proyecto Inmobiliario Sybaris Residences,Juan Dolio, Juan Dolio, San Pedro De Macoris,Nueva,140,Residencial,NA,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,230000
2022-08-02,/apartamentos-venta-y-alquiler-juan-dolio/414505/,1,2,1,US$,193250,Proyecto Inmobiliario Sybaris Residences,Juan Dolio, Juan Dolio, San Pedro De Macoris,Nueva,155,Residencial,NA,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,193250
2022-08-02,/apartamentos-venta-juan-dolio/361746/,2,3,3,US$,175000,Borbón Rodríguez,Juan Dolio, Juan Dolio, San Pedro De Macoris,Remodelada,165,Residencial,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,175000
