date,id,parking,bathrooms,bedrooms,currency,price,seller,neighborhood,city,province,status,area,usage,story,planta,lift,pool,pozo,terraza,lobby,balcon,jacuzzi,gimnasio,price.usd
2022-08-02,/apartamentos-venta-arroyo-hondo-viejo/1227553/,2,2.5,3,RD$,9200000,Carmelia Suero,Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo,Nueva,141,Residencial,3,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,157264.95726495725
2022-08-02,/apartamentos-venta-arroyo-hondo-viejo/1285463/,2,2,2,US$,159250000,Plusval Puente Azul,Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,91,Residencial,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,159250000
2022-08-02,/apartamentos-venta-arroyo-hondo-viejo/1285606/,2,2.5,2,US$,166250,Plusval Puente Azul,Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,95,Residencial,2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,166250
2022-08-02,/apartamentos-venta-arroyo-hondo-viejo/1285566/,1,1.5,1,US$,106750,Algonovo Real Estate,Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,61,Residencial,NA,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,106750
2022-08-02,/apartamentos-venta-arroyo-hondo-viejo/1285897/,2,2,2,US$,143500,Algonovo Real Estate,Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo,En Planos,82,Residencial,NA,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,143500
2022-08-02,/apartamentos-venta-arroyo-hondo-viejo/1237324/,2,3,3,US$,308000,Algonovo Real Estate,Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,219,N/D,5,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,308000
2022-08-02,/apartamentos-venta-arroyo-hondo-viejo/1264516/,2,2.5,2,US$,197999,Algonovo Real Estate,Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,110,Residencial,4,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,197999
2022-08-02,/apartamentos-venta-arroyo-hondo-viejo/1286117/,2,2,2,US$,143500,Algonovo Real Estate,Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo,En Planos,92,Residencial,NA,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,143500
2022-08-02,/apartamentos-venta-arroyo-hondo-viejo/1285776/,1,1.5,1,US$,106750,Algonovo,Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo,En Construcción,61,Residencial,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,106750
2022-08-02,/apartamentos-venta-arroyo-hondo-viejo/1273697/,2,2.5,3,US$,185000,Marco Rivero,Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo,Segundo Uso,208,Residencial,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,185000
2022-08-02,/apartamentos-venta-arroyo-hondo-viejo/1264452/,1,2,2,RD$,7000000,Marco Rivero,Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo,Segundo Uso,178,Residencial,4,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,119658.11965811966
2022-08-02,/apartamentos-venta-arroyo-hondo-viejo/1267720/,2,2.5,2,US$,198000,Marco Rivero,Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo,Nueva,100,Residencial,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,198000
2022-08-02,/apartamentos-venta-y-alquiler-arroyo-hondo-viejo/1280440/,2,2.5,2,US$,198000,Marco Rivero,Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo,Nueva,100,Residencial,5,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,198000
2022-08-02,/apartamentos-venta-arroyo-hondo-viejo/1268093/,2,2.5,2,US$,198000,Marco Rivero,Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo,Nueva,100,Residencial,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,198000
2022-08-02,/apartamentos-venta-arroyo-hondo-viejo/1284818/,1,2.5,2,RD$,6000000,AC INMOBILIARIA,Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo,Segundo Uso,97,Residencial,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,102564.10256410256
