id,parking,bathrooms,bedrooms,seller,location,status,area,planta,lift,pool,pozo,terraza,lobby,balcon,jacuzzi,gimnasio,price,price_per_m2,area_per_br
/apartamentos-venta-y-alquiler-piantini/1285013/,3,3.5,3,Top Side Brokers Realty Group,Piantini,Used,345,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,480000,1391.304347826087,115
/apartamentos-venta-piantini/1283290/,2,2.5,2,Ríos Real Estate,Piantini,New,130,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,310000,2384.6153846153848,65
/apartamentos-venta-piantini/1276609/,1,1.5,1,InmoinRD,Piantini,New,85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,242500,2852.9411764705883,85
/apartamentos-venta-piantini/1282047/,4,3.5,3,Rossanna Guzmán,Piantini,Rebuilt,376,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,875000,2327.127659574468,125.33333333333333
/apartamentos-venta-piantini/1284413/,1,2.5,2,Doble Altura Real Estate SRL,Piantini,Used,160,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,270000,1687.5,80
/apartamentos-venta-piantini/1284410/,2,3.5,3,Doble Altura Real Estate SRL,Piantini,Used,222,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,360000,1621.6216216216217,74
/apartamentos-venta-piantini/1284487/,2,2,2,Top Side Brokers Realty Group,Piantini,Used,180,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,200000,1111.111111111111,90
/apartamentos-venta-piantini/1285317/,2,3.5,3,Anyelina Sánchez,Piantini,Used,330,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,496000,1503.030303030303,110
/apartamentos-venta-piantini/1283612/,2,3.5,3,Remax Metropolitana,Piantini,Used,190,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,350000,1842.1052631578948,63.333333333333336
/apartamentos-venta-piantini/1285295/,3,3.5,3,KW Gold,Piantini,Used,383,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,550000,1436.0313315926892,127.66666666666667
/apartamentos-venta-piantini/1285288/,2,2.5,2,KW Gold,Piantini,Used,160,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,283000,1768.75,80
/apartamentos-venta-piantini/1281392/,3,3.5,3,Parmelia Matos Broker,Piantini,Building,185,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,426420,2304.972972972973,61.666666666666664
/apartamentos-venta-y-alquiler-piantini/1285230/,2,3.5,3,Alteco Inmobiliaria,Piantini,Used,275,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,450000,1636.3636363636363,91.66666666666667
/apartamentos-venta-piantini/1285225/,4,3.5,3,Anyelina Sánchez,Piantini,Used,375,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,875000,2333.3333333333335,125
/apartamentos-venta-piantini/1285180/,2,2.5,2,Mr. Home Asesores Inmobiliarios,Piantini,Used,146,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,335000,2294.5205479452056,73
/apartamentos-venta-y-alquiler-piantini/1282030/,1,1.5,1,Paez Luxury Real Estate,Piantini,Used,74,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,207000,2797.2972972972975,74
/apartamentos-venta-y-alquiler-piantini/1271930/,NA,3.5,3,Paez Luxury Real Estate,Piantini,New,415,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1025000,2469.879518072289,138.33333333333334
/apartamentos-venta-y-alquiler-piantini/1265627/,1,1.5,1,Paez Luxury Real Estate,Piantini,Rebuilt,70,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,170000,2428.5714285714284,70
/apartamentos-venta-piantini/1276636/,3,3.5,3,Aurelio Marmolejos,Piantini,New,300,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,850000,2833.3333333333335,100
